0,5
0.07,4.896686
0.14,4.8443575
0.21000001,4.843069
0.28,4.8921256
0.35,4.9901013
0.42,5.134871
0.48999998,5.3236513
0.56,5.553051
0.63,5.819129
0.7,6.1174607
0.77,6.443209
0.84,6.791202
0.90999997,7.1560125
0.97999996,7.532042
1.05,7.913606
1.12,8.295018
1.19,8.670674
1.2600001,9.035131
1.3300002,9.38319
1.4000002,9.709963
1.4700003,10.010944
1.5400003,10.282071
1.6100004,10.519776
1.6800004,10.721033
1.7500005,10.883392
1.8200005,11.005013
1.8900006,11.084678
1.9600006,11.121802
2.0300007,11.116436
2.1000006,11.069254
2.1700006,10.981534
2.2400005,10.855134
2.3100004,10.692452
2.3800004,10.496389
2.4500003,10.270294
2.5200002,10.017911
2.5900002,9.743319
2.66,9.450863
2.73,9.145094
2.8,8.830693
2.87,8.512403
2.9399998,8.194956
3.0099998,7.8830075
3.0799997,7.5810666
3.1499996,7.293431
3.2199996,7.024129
3.2899995,6.776862
3.3599994,6.5549574
3.4299994,6.3613214
3.4999993,6.198405
3.5699992,6.0681725
3.6399992,5.972081
3.709999,5.9110656
3.779999,5.885532
3.849999,5.895358
3.919999,5.939905
3.9899988,6.018032
4.059999,6.12812
4.129999,6.268103
4.1999993,6.4355054
4.2699995,6.6274824
4.3399997,6.8408675
4.41,7.0722246
4.48,7.317901
4.55,7.5740848
4.6200004,7.836863
4.6900005,8.102281
4.7600007,8.366399
4.830001,8.625353
4.900001,8.875409
4.970001,9.113016
5.0400014,9.334855
5.1100016,9.537886
5.1800017,9.719387
5.250002,9.876992
5.320002,10.008719
5.3900023,10.112994
5.4600024,10.188668
5.5300026,10.235029
5.600003,10.251806
5.670003,10.239167
5.740003,10.197709
5.8100033,10.128446
5.8800035,10.0327835
5.9500036,9.912498
6.020004,9.769704
6.090004,9.606813
6.160004,9.426503
6.2300043,9.2316675
6.3000045,9.025374
6.3700047,8.810817
6.440005,8.591264
6.510005,8.370013
6.580005,8.150341
6.6500053,7.935454
6.7200055,7.728444
6.7900057,7.532244
6.860006,7.349587
6.930006,7.182968
7.000006,7.034612
7.0700064,6.9064445
7.1400065,6.8000665
7.2100067,6.716737
7.280007,6.6573577
7.350007,6.6224666
7.420007,6.6122336
7.4900074,6.6264644
7.5600076,6.6646066
7.6300077,6.725765
7.700008,6.808719
7.770008,6.9119434
7.8400083,7.033637
7.9100084,7.1717525
7.9800086,7.3240294
8.050009,7.4880314
8.120008,7.6611834
8.190008,7.8408117
8.260008,8.024185
8.330008,8.208556
8.400007,8.3912
8.470007,8.569456
8.540007,8.740766
8.610006,8.902707
8.680006,9.053032
8.750006,9.1896925
8.820005,9.310872
8.890005,9.415005
8.960005,9.500799
9.0300045,9.56725
9.100004,9.613653
9.170004,9.6396055
9.240004,9.645012
9.310003,9.630081
9.380003,9.595318
9.450003,9.54151
9.520002,9.469714
9.590002,9.381239
9.660002,9.277618
9.730001,9.160587
9.800001,9.032055
9.870001,8.894071
9.940001,8.748795
10.01,8.598466
10.08,8.445364
10.15,8.291779
10.219999,8.139975
10.289999,7.992158
10.359999,7.850446
10.429998,7.716837
10.499998,7.5931807
10.569998,7.4811554
10.6399975,7.3822455
10.709997,7.2977214
10.779997,7.2286243
10.849997,7.1757536
10.919996,7.13966
10.989996,7.1206384
11.059996,7.1187296
11.129995,7.1337223
11.199995,7.165159
11.269995,7.2123485
11.339994,7.2743754
11.409994,7.3501205
11.479994,7.4382787
11.5499935,7.5373797
11.619993,7.645814
11.689993,7.7618566
11.759993,7.8836956
11.829992,8.009459
11.899992,8.137241
11.969992,8.265138
12.039991,8.391266
12.109991,8.513797
12.179991,8.63098
12.24999,8.741166
12.31999,8.842835
12.38999,8.934611
12.45999,9.015284
12.529989,9.083822
12.599989,9.139389
12.669989,9.181349
12.739988,9.209275
12.809988,9.222955
12.879988,9.222385
12.949987,9.207774
13.019987,9.179534
13.089987,9.138269
13.1599865,9.08477
13.229986,9.019994
13.299986,8.94505
13.369986,8.861184
13.439985,8.7697525
13.509985,8.672205
13.579985,8.570063
13.649984,8.46489
13.719984,8.358275
13.789984,8.251807
13.859983,8.147048
13.929983,8.045514
13.999983,7.9486523
14.069983,7.8578215
14.139982,7.7742724
14.209982,7.699131
14.279982,7.633384
14.349981,7.5778675
14.419981,7.533253
14.489981,7.500045
14.55998,7.4785705
14.62998,7.4689817
14.69998,7.4712534
14.7699795,7.4851856
14.839979,7.510411
14.909979,7.5463996
14.979979,7.5924726
15.049978,7.647811
15.119978,7.711472
15.189978,7.782403
15.259977,7.85946
15.329977,7.941424
15.399977,8.027021
15.469976,8.1149435
15.539976,8.203865
15.609976,8.292464
15.6799755,8.379444
15.749975,8.463549
15.819975,8.543582
15.889975,8.618423
15.959974,8.687047
16.029974,8.748529
16.099974,8.802068
16.169973,8.846987
16.239973,8.882746
16.309973,8.908948
16.379972,8.925342
16.449972,8.931824
16.519972,8.928437
16.589972,8.91537
16.659971,8.89295
16.72997,8.861637
16.79997,8.822017
16.86997,8.774787
16.93997,8.720749
17.00997,8.660792
17.07997,8.595882
17.14997,8.527041
17.219969,8.455337
17.289968,8.381862
17.359968,8.307722
17.429968,8.234017
17.499968,8.161824
17.569967,8.092183
17.639967,8.026082
17.709967,7.9644427
17.779966,7.908109
17.849966,7.8578353
17.919966,7.814275
17.989965,7.7779746
18.059965,7.7493663
18.129965,7.7287626
18.199965,7.716355
18.269964,7.71221
18.339964,7.7162743
18.409964,7.728372
18.479963,7.7482133
18.549963,7.7753983
18.619963,7.8094244
18.689962,7.849695
18.759962,7.895532
18.829962,7.9461827
18.899961,8.000835
18.969961,8.058631
19.03996,8.118675
19.10996,8.180055
19.17996,8.241848
19.24996,8.303141
19.31996,8.363039
19.38996,8.420682
19.459959,8.475254
19.529959,8.525996
19.599958,8.572216
19.669958,8.6132965
19.739958,8.648706
19.809958,8.678005
19.879957,8.700847
19.949957,8.716986
